Date/Time of Report: 3/16/2025 16:22:34,,,,,,,,,
Requester: CSTN01-1 - Oper,,,,,,,,,
Filter Applied: Event Time: Live,,,,,,,,,
Sort Criteria: ,,,,,,,,,
Server: ESV-01B,,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,
3/16/2025 16:03:29.500,1300,HEATUP_A,State Change,,J 00,SCM,Idle,,
3/16/2025 16:03:28.400,1300,HEATUP_A,End,,J 00,SCM,,,
3/16/2025 16:03:28.400,1300,HEATUP_A,State Change,,J 00,SCM,Complete,,
3/16/2025 16:03:28.100,01,EIP0214R,OFFNRM,,J 00,BPO015 A REPORT REQUEST,ON,,
3/16/2025 16:02:45.200,1200,FIC1203,PVLOLO,,J 00,PU1203B FLOW,44.8612075805664,m3/h,
3/16/2025 16:02:42.900,1800,LIC1802,PVLOW,OK,L 00,VE1802,0.105279493331909,m,
3/16/2025 16:02:36.300,1200,FIC1203,PVLOW,,J 00,PU1203B FLOW,49.7678119659424,m3/h,
3/16/2025 16:01:36.631,1800,LIC1802,PVLOW,ACK,,VE1802,,,
3/16/2025 16:01:28.700,1900,FI1901B,BAD PV,OK,J 00,STEAM HEADER FROM BOILER,7460.68229400635,kg/h,
3/16/2025 16:01:27.100,1800,LIC1802,PVLOW,,L 00,VE1802,9.98088836669922E-02,m,
3/16/2025 16:00:58.500,1900,FT1901B,BAD PV,OK,J 00,STEAM HEADER FROM BOILER,7415.09530632019,kg/h,
3/16/2025 16:00:26.495,1200,TIC1203,CHANGE,,,pida.op,0,%,
3/16/2025 16:00:25.144,1200,TIC1203,CHANGE,,,pida.mode,MAN,,
3/16/2025 16:00:18.349,1300,TIC1301A,DEVHI,ACK,,RE1301A,,,
3/16/2025 16:00:15.663,1200,TI1202,PVHIGH,ACK,,VE1202 TEMPERATURE,,,
3/16/2025 16:00:09.900,1200,TI1202,PVHIGH,,L 00,VE1202 TEMPERATURE,82.0031127929688,C,
3/16/2025 15:59:19.100,1300,FIC1305,PVLOW,,J 00,VCM FLOW CONTROLLER,0,0,
3/16/2025 15:58:23.001,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,ACK,,,,,
3/16/2025 15:58:15.600,1300,TIC1301A_DEV,OFFNRM,,J 00,TIC1301A DEVIATION HIGH,ON,,
3/16/2025 15:58:14.300,1300,TIC1301A,DEVHI,,L 00,RE1301A,0.667423467211059,DegC,
3/16/2025 15:58:13.400,1100,CATALYST_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:58:12.900,1100,CATALYST_A,End,,J 00,SCM,,,
3/16/2025 15:58:12.800,1100,CATALYST_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:58:10.200,1100,CATWASH_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:58:10.700,1100,CATWASH_A,Start,,J 00,SCM,,,
3/16/2025 15:58:07.600,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,OK,H 15,,Channel_18_B,,
3/16/2025 15:57:02.900,1300,TIC1301A,DEVLOW,OK,J 00,RE1301A,-0.486339459809898,DegC,
3/16/2025 15:55:06.500,01,EIP0216R,OFFNRM,,J 00,BPO017 A REPORT REQUEST,ON,,
3/16/2025 15:53:18.200,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,,H 15,,Channel_18_B,,
3/16/2025 15:50:00.800,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,OK,H 15,,Channel_18_B,,
3/16/2025 15:47:29.200,1200,FIC1203,PVLOW,OK,J 00,PU1203B FLOW,52.7117706298828,m3/h,
3/16/2025 15:47:21.300,1200,FIC1203,PVLOLO,OK,J 00,PU1203B FLOW,48.3517292022705,m3/h,
3/16/2025 15:46:54.927,1100,EI1104,BAD PV,ACK,,PU1104 CURRENT,,,
3/16/2025 15:46:52.940,1100,EI1104,PVHIGH,ACK,,PU1104 CURRENT,,,
3/16/2025 15:45:54.900,1300,FIC1305,PVLOW,OK,J 00,VCM FLOW CONTROLLER,160.308372497559,0,
3/16/2025 15:45:35.926,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,ACK,,,,,
3/16/2025 15:45:31.100,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,,H 15,,Channel_18_B,,
3/16/2025 15:45:30.300,1100,EI1104,PVHIGH,OK,H 00,PU1104 CURRENT,139.671730041504,amp,
3/16/2025 15:45:30.200,1100,EI1104,BAD PV,OK,L 00,PU1104 CURRENT,139.671730041504,amp,
3/16/2025 15:45:29.200,1100,EI1104,BAD PV,,L 00,PU1104 CURRENT,1.#QNAN,amp,
3/16/2025 15:45:28.200,1100,EI1104,PVHIGH,,H 00,PU1104 CURRENT,246.208442687988,amp,
3/16/2025 15:45:22.500,1200,PI1280,PVLOW,OK,J 00,PU1203B DISCHARGE PRESS,8.74807075500488,kg/cm2G,
3/16/2025 15:44:46.800,01,EIP0213R,OFFNRM,,J 00,BPO014 A REPORT REQUEST,ON,,
3/16/2025 15:43:54.500,01,OP_SUPER_A,Release,,J 00,AG2FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:43:54.200,01,OP_SUPER_A,End of Control,,J 00,AG2FEED_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:43:53.700,1100,AG2FEED_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:43:52.200,1100,AG2FEED_A,End,,J 00,SCM,,,
3/16/2025 15:43:52.100,1100,AG2FEED_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:41:55.000,01,OP_SUPER_A,Release,,J 00,CH18FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:41:55.700,01,OP_SUPER_A,End of Control,,J 00,CH18FEED_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:41:55.600,1100,CH18FEED_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:41:54.200,1100,CH18FEED_A,End,,J 00,SCM,,,
3/16/2025 15:41:54.100,1100,CH18FEED_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:40:18.800,01,OP_SUPER_A,Release,,J 00,AG1FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:40:18.500,01,OP_SUPER_A,End of Control,,J 00,AG1FEED_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:40:18.000,1100,AG1FEED_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:40:17.300,1100,AG1FEED_A,End,,J 00,SCM,,,
3/16/2025 15:40:17.200,1100,AG1FEED_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:39:57.700,01,OP_SUPER_A,Release,,J 00,AIRFEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:39:57.400,01,OP_SUPER_A,End of Control,,J 00,AIRFEED_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:39:57.400,1100,AIRFEED_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:39:56.600,1100,AIRFEED_A,End,,J 00,SCM,,,
3/16/2025 15:39:56.500,1100,AIRFEED_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:39:56.300,1100,CATALYST_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:39:56.700,1100,CATALYST_A,Start,,J 00,SCM,,,
3/16/2025 15:39:55.700,01,EIP0215R,OFFNRM,,J 00,BPO016 A REPORT REQUEST,ON,,
3/16/2025 15:39:45.600,01,EIP0207R,OFFNRM,,J 00,BPO008 A REPORT REQUEST,ON,,
3/16/2025 15:38:18.500,01,EIP0208R,OFFNRM,,J 00,BPO009 A REPORT REQUEST,ON,,
3/16/2025 15:38:17.400,01,EIP0212R,OFFNRM,,J 00,BPO013 A REPORT REQUEST,ON,,
3/16/2025 15:38:17.200,01,EIP0209R,OFFNRM,,J 00,BPO010 A REPORT REQUEST,ON,,
3/16/2025 15:38:08.059,1500,PIC1511,PVHIGH,ACK,,DR1501 TOP,,,
3/16/2025 15:38:01.100,1500,PIC1511,PVHIGH,,L 00,DR1501 TOP,-4.56283569335938,mmH2O,
3/16/2025 15:38:01.500,1300,IDEALCURVEA,ACTIVE,,J 00,REACTOR IDEAL TEMP CURVE,,,
3/16/2025 15:38:00.500,1300,IDEALCURVEA,INACTV,,J 00,REACTOR IDEAL TEMP CURVE,,,
3/16/2025 15:37:59.100,1200,HWCURVEA,ACTIVE,,J 00,HW CURVE DATA VS FLOW,,,
3/16/2025 15:37:57.300,1300,TIC1301A_DEV,OFFNRM,OK,J 00,TIC1301A DEVIATION HIGH,OFF,,
3/16/2025 15:37:56.600,1300,TIC1301A,DEVHI,OK,L 00,RE1301A,-16.5732079708248,DegC,
3/16/2025 15:37:56.200,1300,TIC1301A,DEVLOW,,J 00,RE1301A,-16.5732079708248,DegC,
3/16/2025 15:37:52.400,01,OP_SUPER_A,Release,,J 00,AG3FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:52.100,01,OP_SUPER_A,End of Control,,J 00,AG3FEED_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:37:52.800,01,OP_SUPER_A,Release,,J 00,AG5FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:52.500,01,OP_SUPER_A,End of Control,,J 00,AG5FEED_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:37:52.900,1100,AG5FEED_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:37:51.200,1100,AG3FEED_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:37:51.400,1100,AG5FEED_A,End,,J 00,SCM,,,
3/16/2025 15:37:51.400,1100,AG5FEED_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:37:50.700,1100,AG3FEED_A,End,,J 00,SCM,,,
3/16/2025 15:37:50.700,1100,AG3FEED_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:37:50.300,01,EIP0211R,OFFNRM,,J 00,BPO012 A REPORT REQUEST,ON,,
3/16/2025 15:37:50.700,01,EIP0210R,OFFNRM,,J 00,BPO011 A REPORT REQUEST,ON,,
3/16/2025 15:37:50.400,1200,HWCURVEA,INACTV,,J 00,HW CURVE DATA VS FLOW,,,
3/16/2025 15:37:49.800,1300,TCON_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:49.300,1300,TCON_A,Start,,J 00,SCM,,,
3/16/2025 15:37:45.700,1100,VCMFEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.800,1100,VCMFEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:45.500,1100,AG1FEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.000,1100,AG1FEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:45.500,1300,HEATUP_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.900,1300,HEATUP_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:45.500,1100,AIRFEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.000,1100,AIRFEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:45.800,01,EVENT_SCM2B,ChOfSt,,J 00,CATWASH_B_T1,OFF,,
3/16/2025 15:37:45.500,01,EVENT_SCM2A,ChOfSt,,J 00,VCMFEED_B_T1,OFF,,
3/16/2025 15:37:45.300,01,EVENT_SCM2A,ChOfSt,,J 00,HEATUP_B_T1,OFF,,
3/16/2025 15:37:45.900,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:37:45.500,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:37:45.300,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:37:45.700,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:37:45.700,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:37:45.200,01,EVENT_SCM2,ChOfSt,,J 00,AVPW_B_T1,OFF,,
3/16/2025 15:37:45.700,01,EVENT_SCM2,ChOfSt,,J 00,AVCHK_B_T1,OFF,,
3/16/2025 15:37:45.100,01,EVENT_SCM2,ChOfSt,,J 00,POLYCHK_B_T1,OFF,,
3/16/2025 15:37:45.600,01,EVENT_SCM2,ChOfSt,,J 00,AFCOAT_B_T1,OFF,,
3/16/2025 15:37:45.300,01,EVENT_SCM2,ChOfSt,,J 00,AIRTOVCM_B_T1,OFF,,
3/16/2025 15:37:45.700,01,EVENT_SCM2,ChOfSt,,J 00,CH18FEED_B_T1,OFF,,
3/16/2025 15:37:45.500,1100,AG5FEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.200,1100,AG5FEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:45.800,1100,PWFEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.900,1100,PWFEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:45.500,1100,CH18FEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:45.700,1100,CH18FEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:44.800,1100,AG3FEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:44.400,1100,AG3FEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:44.300,1100,AG2FEED_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:37:44.900,1100,AG2FEED_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:37:44.300,01,OP_SUPER_A,Start of Control,,J 00,PWFEED_A;$330013f229de7ee6-0005;PWFEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.800,01,OP_SUPER_A,Acquire,,J 00,PWFEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.100,01,OP_SUPER_A,Start of Control,,J 00,AG1FEED_A;$330013f229de7ee6-0005;AG1FEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.800,01,OP_SUPER_A,Acquire,,J 00,AG1FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.000,01,OP_SUPER_A,Start of Control,,J 00,AG2FEED_A;$330013f229de7ee6-0005;AG2FEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.700,01,OP_SUPER_A,Acquire,,J 00,AG2FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.000,01,OP_SUPER_A,Start of Control,,J 00,AG3FEED_A;$330013f229de7ee6-0005;AG3FEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.700,01,OP_SUPER_A,Acquire,,J 00,AG3FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.000,01,OP_SUPER_A,Start of Control,,J 00,AG5FEED_A;$330013f229de7ee6-0005;AG5FEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.600,01,OP_SUPER_A,Acquire,,J 00,AG5FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.900,01,OP_SUPER_A,Start of Control,,J 00,CH18FEED_A;$330013f229de7ee6-0005;CH18FEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.500,01,OP_SUPER_A,Acquire,,J 00,CH18FEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.700,01,OP_SUPER_A,Start of Control,,J 00,VCMFEED_A;$330013f229de7ee6-0005;VCMFEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.200,01,OP_SUPER_A,Acquire,,J 00,VCMFEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.500,01,OP_SUPER_A,Start of Control,,J 00,HEATUP_A;$330013f229de7ee6-0005;HEATUP_A,Idle;1;1;1,,
3/16/2025 15:37:44.300,01,OP_SUPER_A,Acquire,,J 00,HEATUP_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:44.600,01,OP_SUPER_A,Start of Control,,J 00,AIRFEED_A;$330013f229de7ee6-0005;AIRFEED_A,Idle;1;1;1,,
3/16/2025 15:37:44.200,01,OP_SUPER_A,Acquire,,J 00,AIRFEED_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:43.100,01,OP_SUPER_A,Release,,J 00,AFCOAT_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:37:43.700,01,OP_SUPER_A,End of Control,,J 00,AFCOAT_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:37:43.900,1300,AFCOAT_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:37:43.800,01,EVENT_SCM2B,ChOfSt,,J 00,CATWASH_B_T1,ON,,
3/16/2025 15:37:43.000,01,EVENT_SCM2A,ChOfSt,,J 00,VCMFEED_B_T1,ON,,
3/16/2025 15:37:43.900,01,EVENT_SCM2A,ChOfSt,,J 00,HEATUP_B_T1,ON,,
3/16/2025 15:37:43.300,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:37:43.400,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:37:43.900,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:37:43.300,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:37:43.000,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:37:43.000,01,EVENT_SCM2,ChOfSt,,J 00,AVPW_B_T1,ON,,
3/16/2025 15:37:43.000,01,EVENT_SCM2,ChOfSt,,J 00,AVCHK_B_T1,ON,,
3/16/2025 15:37:43.600,01,EVENT_SCM2,ChOfSt,,J 00,POLYCHK_B_T1,ON,,
3/16/2025 15:37:43.400,01,EVENT_SCM2,ChOfSt,,J 00,AFCOAT_B_T1,ON,,
3/16/2025 15:37:43.400,01,EVENT_SCM2,ChOfSt,,J 00,AIRTOVCM_B_T1,ON,,
3/16/2025 15:37:43.400,01,EVENT_SCM2,ChOfSt,,J 00,CH18FEED_B_T1,ON,,
3/16/2025 15:37:42.300,1300,AFCOAT_A,End,,J 00,SCM,,,
3/16/2025 15:37:42.200,1300,AFCOAT_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:34:02.031,1400,TIC1401,PVLOW,ACK,,VE1401,,,
3/16/2025 15:33:54.800,1400,TIC1401,PVLOW,,L 00,VE1401,29.6894378662109,DegC,
3/16/2025 15:33:32.700,03,PI8108,PVLOW,OK,L 00,CW HEADER PRESS,3.78436431884766,kg/cm2G,
3/16/2025 15:30:50.637,03,PI8108,PVLOW,ACK,,CW HEADER PRESS,,,
3/16/2025 15:30:42.500,03,PI8108,PVLOW,,L 00,CW HEADER PRESS,3.65939758300781,kg/cm2G,
3/16/2025 15:30:22.000,1600,LI1652,PVHIGH,OK,L 00,SI1601B,4.89671257019043,m,
3/16/2025 15:29:49.800,01,EIP0206R,OFFNRM,,J 00,BPO007 A REPORT REQUEST,ON,,
3/16/2025 15:28:58.800,1300,QR1301A,BAD PV,OK,J 00,RE1301A QJ+QC,18258.2058888682,Mcal,
3/16/2025 15:28:30.736,1300,TIC1301A,DEVHI,ACK,,RE1301A,,,
3/16/2025 15:28:29.000,1300,FG1324A,PVLOW,OK,J 00,CH2 LINE FPW POLY A,248.083209991455,L/h,
3/16/2025 15:28:28.600,1300,FG1324A,PVLOLO,OK,J 00,CH2 LINE FPW POLY A,148.673162460327,L/h,
3/16/2025 15:28:21.300,1300,TIC1301A_DEV,OFFNRM,,J 00,TIC1301A DEVIATION HIGH,ON,,
3/16/2025 15:28:21.900,1300,QR1301A,BAD PV,,J 00,RE1301A QJ+QC,1.#QNAN,Mcal,
3/16/2025 15:28:20.500,1300,TIC1301A,DEVHI,,L 00,RE1301A,10.7645538960914,DegC,
3/16/2025 15:28:10.900,1300,TIC1301A,DEVLOW,OK,J 00,RE1301A,10.7885332281215,DegC,
3/16/2025 15:28:10.300,01,EVENT_SCM1A,ChOfSt,,J 00,POLY_A_T1,OFF,,
3/16/2025 15:28:10.000,01,EVENT_SCM1A,ChOfSt,,J 00,INERT_A_T1,OFF,,
3/16/2025 15:28:07.000,01,EVENT_SCM2B,ChOfSt,,J 00,CATWASH_B_T1,OFF,,
3/16/2025 15:28:07.600,01,EVENT_SCM2A,ChOfSt,,J 00,VCMFEED_B_T1,OFF,,
3/16/2025 15:28:07.500,01,EVENT_SCM2A,ChOfSt,,J 00,HEATUP_B_T1,OFF,,
3/16/2025 15:28:07.600,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:07.200,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:07.000,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:07.700,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:07.000,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:07.300,01,EVENT_SCM2,ChOfSt,,J 00,AVPW_B_T1,OFF,,
3/16/2025 15:28:07.900,01,EVENT_SCM2,ChOfSt,,J 00,AVCHK_B_T1,OFF,,
3/16/2025 15:28:07.300,01,EVENT_SCM2,ChOfSt,,J 00,POLYCHK_B_T1,OFF,,
3/16/2025 15:28:07.800,01,EVENT_SCM2,ChOfSt,,J 00,AFCOAT_B_T1,OFF,,
3/16/2025 15:28:07.400,01,EVENT_SCM2,ChOfSt,,J 00,AIRTOVCM_B_T1,OFF,,
3/16/2025 15:28:07.100,01,EVENT_SCM2,ChOfSt,,J 00,CH18FEED_B_T1,OFF,,
3/16/2025 15:28:06.300,1300,AFCOAT_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:28:06.000,1300,AFCOAT_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:28:05.200,01,OP_SUPER_A,Start of Control,,J 00,AFCOAT_A;$330013f229de7ee6-0005;AFCOAT_A,Idle;1;1;1,,
3/16/2025 15:28:05.600,01,OP_SUPER_A,Acquire,,J 00,AFCOAT_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:28:05.500,01,OP_SUPER_A,Release,,J 00,POLYCHK_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:28:05.200,01,OP_SUPER_A,End of Control,,J 00,POLYCHK_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:28:05.500,1300,POLYCHK_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:28:04.500,01,EVENT_SCM2B,ChOfSt,,J 00,CATWASH_B_T1,ON,,
3/16/2025 15:28:04.600,01,EVENT_SCM2A,ChOfSt,,J 00,VCMFEED_B_T1,ON,,
3/16/2025 15:28:04.500,01,EVENT_SCM2A,ChOfSt,,J 00,HEATUP_B_T1,ON,,
3/16/2025 15:28:04.200,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:28:04.400,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:28:04.900,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:28:04.500,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:28:04.000,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:28:04.200,01,EVENT_SCM2,ChOfSt,,J 00,AVPW_B_T1,ON,,
3/16/2025 15:28:04.200,01,EVENT_SCM2,ChOfSt,,J 00,AVCHK_B_T1,ON,,
3/16/2025 15:28:04.800,01,EVENT_SCM2,ChOfSt,,J 00,POLYCHK_B_T1,ON,,
3/16/2025 15:28:04.700,01,EVENT_SCM2,ChOfSt,,J 00,AFCOAT_B_T1,ON,,
3/16/2025 15:28:04.600,01,EVENT_SCM2,ChOfSt,,J 00,AIRTOVCM_B_T1,ON,,
3/16/2025 15:28:04.600,01,EVENT_SCM2,ChOfSt,,J 00,CH18FEED_B_T1,ON,,
3/16/2025 15:28:04.600,1300,POLYCHK_A,End,,J 00,SCM,,,
3/16/2025 15:28:04.500,1300,POLYCHK_A,State Change,,J 00,SCM,Complete,,
3/16/2025 15:28:03.300,01,EIP0205R,OFFNRM,,J 00,BPO006 A REPORT REQUEST,ON,,
3/16/2025 15:28:00.100,01,EVENT_SCM2B,ChOfSt,,J 00,CATWASH_B_T1,OFF,,
3/16/2025 15:28:00.200,01,EVENT_SCM2A,ChOfSt,,J 00,VCMFEED_B_T1,OFF,,
3/16/2025 15:28:00.100,01,EVENT_SCM2A,ChOfSt,,J 00,HEATUP_B_T1,OFF,,
3/16/2025 15:28:00.200,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:00.700,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:00.600,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:00.400,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:00.700,01,EVENT_SCM2A,OFFNRM,,J 00,,ON,,
3/16/2025 15:28:00.400,01,EVENT_SCM2,ChOfSt,,J 00,AVPW_B_T1,OFF,,
3/16/2025 15:28:00.900,01,EVENT_SCM2,ChOfSt,,J 00,AVCHK_B_T1,OFF,,
3/16/2025 15:28:00.400,01,EVENT_SCM2,ChOfSt,,J 00,POLYCHK_B_T1,OFF,,
3/16/2025 15:28:00.900,01,EVENT_SCM2,ChOfSt,,J 00,AFCOAT_B_T1,OFF,,
3/16/2025 15:28:00.700,01,EVENT_SCM2,ChOfSt,,J 00,AIRTOVCM_B_T1,OFF,,
3/16/2025 15:28:00.400,01,EVENT_SCM2,ChOfSt,,J 00,CH18FEED_B_T1,OFF,,
3/16/2025 15:28:00.700,1300,POLYCHK_A,State Change,,J 00,SCM,Running,,
3/16/2025 15:28:00.100,1300,POLYCHK_A,Start,,J 00,SCM,CHILD,,
3/16/2025 15:27:59.300,01,OP_SUPER_A,Start of Control,,J 00,POLYCHK_A;$330013f229de7ee6-0005;POLYCHK_A,Idle;1;1;1,,
3/16/2025 15:27:59.200,01,OP_SUPER_A,Acquire,,J 00,POLYCHK_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:27:58.900,01,OP_SUPER_A,Release,,J 00,AIRTOVCM_A;$330013f229de7ee6-0005,SYSTEM:SCM;1,,
3/16/2025 15:27:58.600,01,OP_SUPER_A,End of Control,,J 00,AIRTOVCM_A;$330013f229de7ee6-0005,Idle;1;1;1,,
3/16/2025 15:27:58.300,1300,AIRTOVCM_A,State Change,,J 00,SCM,Idle,,
3/16/2025 15:27:58.300,01,EVENT_SCM2B,ChOfSt,,J 00,CATWASH_B_T1,ON,,
3/16/2025 15:27:58.500,01,EVENT_SCM2A,ChOfSt,,J 00,VCMFEED_B_T1,ON,,
3/16/2025 15:27:58.200,01,EVENT_SCM2A,ChOfSt,,J 00,HEATUP_B_T1,ON,,
3/16/2025 15:27:58.900,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:27:58.100,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:27:58.600,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:27:58.300,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
3/16/2025 15:27:58.100,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,,
